Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
1,Kareem Hunt,KC,RB,1,NE,0,0,0,148,1,5,98,2,0,0,0,0,40.6,40.6
2,Alex Smith,KC,QB,1,NE,368,4,0,3,0,0,0,0,0,0,0,0,31,31.02
3,Jacksonville Jaguars,JAX,DST,1,HOU,0,0,0,0,0,0,0,0,10,1,3,3,28,28
3,Los Angeles Rams,LAR,DST,1,IND,0,0,0,0,0,0,0,0,4,2,2,1,28,28
5,Matthew Stafford,DET,QB,1,ARI,292,4,1,14,0,0,0,0,0,0,0,0,27.1,27.08
6,Sam Bradford,MIN,QB,1,NO,346,3,0,-3,0,0,0,0,0,0,0,0,25.5,25.54
7,Baltimore Ravens,BAL,DST,1,CIN,0,0,0,0,0,0,0,0,5,4,1,1,25,25
8,Calais Campbell,JAX,DE,1,HOU,0,0,0,0,0,0,0,0,4,0,0,0,23.8,23.75
9,Trevor Siemian,DEN,QB,1,LAC,219,2,1,19,1,0,0,0,0,0,0,0,22.7,22.66
10,Mike Gillislee,NE,RB,1,KC,0,0,0,45,3,0,0,0,0,0,0,0,22.5,22.5
11,Yannick Ngakoue,JAX,DE,1,HOU,0,0,0,0,0,0,0,0,2,0,2,1,22.1,22.1
12,Philadelphia Eagles,PHI,DST,1,WAS,0,0,0,0,0,0,0,0,4,1,2,3,22,22
13,Stefon Diggs,MIN,WR,1,NO,0,0,0,-6,0,7,93,2,0,0,0,0,20.7,20.7
14,Dante Fowler Jr.,JAX,OLB,1,HOU,0,0,0,0,0,0,0,0,1,0,1,1,20.6,20.6
15,Anthony Chickillo,PIT,OLB,1,CLE,0,0,0,0,0,0,0,0,2,0,0,0,20.5,20.5
16,T.J. Watt,PIT,OLB,1,CLE,0,0,0,0,0,0,0,0,2,1,0,0,20.1,20.1
17,Tyreek Hill,KC,WR,1,NE,0,0,0,5,0,7,133,1,0,0,0,0,19.8,19.8
18,Mike Daniels,GB,DT,1,SEA,0,0,0,0,0,0,0,0,1.5,0,1,0,19.7,19.7
19,Fletcher Cox,PHI,DT,1,WAS,0,0,0,0,0,0,0,0,1,0,1,1,19.5,19.5
20,Kenny Golladay,DET,WR,1,ARI,0,0,0,0,0,4,69,2,0,0,0,0,18.9,18.9
21,Carson Wentz,PHI,QB,1,WAS,307,2,1,6,0,0,0,0,0,0,0,0,18.9,18.88
22,Marcus Mariota,TEN,QB,1,LV,256,0,0,26,1,0,0,0,0,0,0,0,18.8,18.84
23,Austin Hooper,ATL,TE,1,CHI,0,0,0,0,0,2,128,1,0,0,0,0,18.8,18.8
24,Tyrod Taylor,BUF,QB,1,NYJ,224,2,1,38,0,0,0,0,0,0,0,0,18.8,18.76
25,Derek Carr,LV,QB,1,TEN,262,2,0,2,0,0,0,0,0,0,0,0,18.7,18.68
26,Terrell Suggs,BAL,DE,1,CIN,0,0,0,0,0,0,0,0,2,0,1,0,18.6,18.6
27,DeShone Kizer,CLE,QB,1,PIT,222,1,1,17,1,0,0,0,0,0,0,0,18.6,18.58
28,Leonard Fournette,JAX,RB,1,HOU,0,0,0,100,1,3,24,0,0,0,0,0,18.4,18.4
29,Antonio Brown,PIT,WR,1,CLE,0,0,0,0,0,11,182,0,0,0,0,0,18.2,18.2
30,Giorgio Tavecchio,LV,K,1,TEN,0,0,0,0,0,0,0,0,0,0,0,0,18,18
30,Trumaine Johnson,LAR,CB,1,IND,0,0,0,0,0,0,0,0,0,1,1,1,18,18
32,Matt Ryan,ATL,QB,1,CHI,321,1,0,11,0,0,0,0,0,0,0,0,17.9,17.94
33,Brandon Graham,PHI,DE,1,WAS,0,0,0,0,0,0,0,0,2,0,1,0,17.9,17.9
34,Philip Rivers,LAC,QB,1,DEN,192,3,1,0,0,0,0,0,0,0,0,0,17.7,17.68
35,Tarik Cohen,CHI,RB,1,ATL,0,0,0,66,0,8,47,1,0,0,0,0,17.3,17.3
36,Dak Prescott,DAL,QB,1,NYG,268,1,0,24,0,0,0,0,0,0,0,0,17.1,17.12
37,B.J. Goodson,NYG,ILB,1,DAL,0,0,0,0,0,0,0,0,0,0,0,0,17,17
38,Aaron Rodgers,GB,QB,1,SEA,311,1,1,21,0,0,0,0,0,0,0,0,16.5,16.54
39,Jared Goff,LAR,QB,1,IND,306,1,0,2,0,0,0,0,0,0,0,0,16.4,16.44
40,Brooks Reed,ATL,OLB,1,CHI,0,0,0,0,0,0,0,0,2,0,0,0,16.1,16.1
40,Jesse James,PIT,TE,1,CLE,0,0,0,0,0,6,41,2,0,0,0,0,16.1,16.1
42,Greg Zuerlein,LAR,K,1,IND,0,0,0,0,0,0,0,0,0,0,0,0,16,16
42,Pittsburgh Steelers,PIT,DST,1,CLE,0,0,0,0,0,0,0,0,7,1,0,0,16,16
42,Detroit Lions,DET,DST,1,ARI,0,0,0,0,0,0,0,0,1,3,2,1,16,16
45,LeSean McCoy,BUF,RB,1,NYJ,0,0,0,110,0,5,49,0,0,0,0,0,15.9,15.9
46,Ben Roethlisberger,PIT,QB,1,CLE,263,2,1,-8,0,0,0,0,0,0,0,0,15.7,15.72
47,Justin Houston,KC,OLB,1,NE,0,0,0,0,0,0,0,0,2,0,0,0,15.7,15.7
47,Adam Thielen,MIN,WR,1,NO,0,0,0,0,0,9,157,0,0,0,0,0,15.7,15.7
49,Drew Brees,NO,QB,1,MIN,291,1,0,0,0,0,0,0,0,0,0,0,15.6,15.64
50,Todd Gurley II,LAR,RB,1,IND,0,0,0,40,1,5,56,0,0,0,0,0,15.6,15.6
51,Devin McCourty,NE,SS,1,KC,0,0,0,0,0,0,0,0,0,0,0,1,15.5,15.5
52,Ryan Kerrigan,WAS,DE,1,PHI,0,0,0,0,0,0,0,0,0.5,1,0,0,15.4,15.35
53,Ty Montgomery,GB,WR,1,SEA,0,0,0,54,1,4,39,0,0,0,0,0,15.3,15.3
54,Miles Killebrew,DET,LB,1,ARI,0,0,0,0,0,0,0,0,0,1,0,0,15,15
54,Lamarcus Joyner,LAR,FS,1,IND,0,0,0,0,0,0,0,0,0,1,0,0,15,15
54,Carolina Panthers,CAR,DST,1,SF,0,0,0,0,0,0,0,0,4,1,1,1,15,15
57,Nelson Agholor,PHI,WR,1,WAS,0,0,0,0,0,6,86,1,0,0,0,0,14.6,14.6
58,Justin Bethel,ARI,CB,1,DET,0,0,0,0,0,0,0,0,0,1,0,0,14.5,14.5
59,Jonathan Stewart,CAR,RB,1,SF,0,0,0,65,0,2,17,1,0,0,0,0,14.2,14.2
60,Bennie Fowler,DEN,WR,1,LAC,0,0,0,0,0,3,21,2,0,0,0,0,14.1,14.1
61,Terrance West,BAL,RB,1,CIN,0,0,0,80,1,0,0,0,0,0,0,0,14,14
61,Ezekiel Elliott,DAL,RB,1,NYG,0,0,0,104,0,5,36,0,0,0,0,0,14,14
63,Jordy Nelson,GB,WR,1,SEA,0,0,0,0,0,7,79,1,0,0,0,0,13.9,13.9
63,Melvin Gordon III,LAC,RB,1,DEN,0,0,0,54,0,5,25,1,0,0,0,0,13.9,13.9
65,Demario Davis,NYJ,OLB,1,BUF,0,0,0,0,0,0,0,0,0.5,0,0,0,13.8,13.8
66,Dalvin Cook,MIN,RB,1,NO,0,0,0,127,0,3,10,0,0,0,0,0,13.7,13.7
67,Cooper Kupp,LAR,WR,1,IND,0,0,0,0,0,4,76,1,0,0,0,0,13.6,13.6
67,Melvin Ingram III,LAC,LB,1,DEN,0,0,0,0,0,0,0,0,1.5,0,0,0,13.6,13.6
69,Darron Lee,NYJ,LB,1,BUF,0,0,0,0,0,0,0,0,1,0,0,0,13.5,13.5
69,Jalen Mills,PHI,CB,1,WAS,0,0,0,0,0,0,0,0,0,1,0,0,13.5,13.5
69,A.J. Klein,NO,OLB,1,MIN,0,0,0,0,0,0,0,0,0,0,1,0,13.5,13.5
69,Jatavis Brown,LAC,OLB,1,DEN,0,0,0,0,0,0,0,0,0,0,0,0,13.5,13.5
73,Akiem Hicks,CHI,DT,1,ATL,0,0,0,0,0,0,0,0,2,0,0,0,13.3,13.3
74,Cam Newton,CAR,QB,1,SF,171,2,1,3,0,0,0,0,0,0,0,0,13.1,13.14
75,Jordan Poyer,BUF,SS,1,NYJ,0,0,0,0,0,0,0,0,1,1,0,0,13.1,13.1
76,Nick Vigil,CIN,OLB,1,BAL,0,0,0,0,0,0,0,0,0,1,0,0,13,13
76,Dan Bailey,DAL,K,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,13,13
76,Wil Lutz,NO,K,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0,13,13
79,Trey Flowers,NE,DE,1,KC,0,0,0,0,0,0,0,0,2,0,0,0,12.9,12.9
80,DeMarcus Lawrence,DAL,DE,1,NYG,0,0,0,0,0,0,0,0,1.5,0,0,0,12.8,12.8
81,Brian Poole,ATL,CB,1,CHI,0,0,0,0,0,0,0,0,1,0,0,0,12.7,12.7
82,Jordan Howard,CHI,RB,1,ATL,0,0,0,52,1,3,14,0,0,0,0,0,12.6,12.6
83,Mike Glennon,CHI,QB,1,ATL,213,1,0,0,0,0,0,0,0,0,0,0,12.5,12.52
84,Geno Atkins,CIN,DT,1,BAL,0,0,0,0,0,0,0,0,1,0,0,0,12.5,12.5
84,Tyvon Branch,ARI,SS,1,DET,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5
84,Myles Jack,JAX,OLB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5
87,Amari Cooper,LV,WR,1,TEN,0,0,0,0,0,5,62,1,0,0,0,0,12.2,12.2
87,Joey Bosa,LAC,DE,1,DEN,0,0,0,0,0,0,0,0,1.5,0,0,0,12.2,12.2
89,Ramon Humber,BUF,LB,1,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,12,12
89,Jarrad Davis,DET,ILB,1,ARI,0,0,0,0,0,0,0,0,0,0,0,1,12,12
89,Ryan Succop,TEN,K,1,LV,0,0,0,0,0,0,0,0,0,0,0,0,12,12
89,Caleb Sturgis,PHI,K,1,WAS,0,0,0,0,0,0,0,0,0,0,0,0,12,12
89,Washington Football Team,WAS,DST,1,PHI,0,0,0,0,0,0,0,0,2,1,0,1,12,12
89,Dallas Cowboys,DAL,DST,1,NYG,0,0,0,0,0,0,0,0,3,1,0,0,12,12
95,Jason Witten,DAL,TE,1,NYG,0,0,0,0,0,7,59,1,0,0,0,0,11.9,11.9
96,Thomas Davis Sr.,CAR,OLB,1,SF,0,0,0,0,0,0,0,0,1,0,0,0,11.8,11.8
97,Jeremy Maclin,BAL,WR,1,CIN,0,0,0,0,0,2,56,1,0,0,0,0,11.6,11.6
97,Chris Thompson,WAS,RB,1,PHI,0,0,0,4,0,4,52,1,0,0,0,0,11.6,11.6
99,C.J. Mosley,BAL,ILB,1,CIN,0,0,0,0,0,0,0,0,0,1,0,0,11.5,11.5
99,Glover Quin,DET,FS,1,ARI,0,0,0,0,0,0,0,0,0,1,1,0,11.5,11.5
99,DeAndre Hopkins,HOU,WR,1,JAX,0,0,0,0,0,7,55,1,0,0,0,0,11.5,11.5
99,Zach Brown,WAS,ILB,1,PHI,0,0,0,0,0,0,0,0,0,0,0,0,11.5,11.5
99,Mason Foster,WAS,ILB,1,PHI,0,0,0,0,0,0,0,0,0,0,0,1,11.5,11.5
104,Mike Tolbert,BUF,FB,1,NYJ,0,0,0,42,1,1,12,0,0,0,0,0,11.4,11.4
104,Golden Tate,DET,WR,1,ARI,0,0,0,7,0,10,107,0,0,0,0,0,11.4,11.4
104,Coby Fleener,NO,TE,1,MIN,0,0,0,0,0,5,54,1,0,0,0,0,11.4,11.4
107,Charles Clay,BUF,TE,1,NYJ,0,0,0,0,0,4,53,1,0,0,0,0,11.3,11.3
107,Corey Coleman,CLE,WR,1,PIT,0,0,0,0,0,5,53,1,0,0,0,0,11.3,11.3
107,Russell Shepard,CAR,WR,1,SF,0,0,0,0,0,2,53,1,0,0,0,0,11.3,11.3
110,Tony Jefferson II,BAL,SS,1,CIN,0,0,0,0,0,0,0,0,1,0,0,0,11.1,11.1
111,Matt Bryant,ATL,K,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0,11,11
111,Michael Pierce,BAL,NT,1,CIN,0,0,0,0,0,0,0,0,1,0,0,1,11,11
111,Jason Myers,JAX,K,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0,11,11
111,Wesley Woodyard,TEN,ILB,1,LV,0,0,0,0,0,0,0,0,1,0,0,0,11,11
111,Shaquill Griffin,SEA,CB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0,11,11
111,Jaquiski Tartt,SF,S,1,CAR,0,0,0,0,0,0,0,0,0,1,0,0,11,11
111,Graham Gano,CAR,K,1,SF,0,0,0,0,0,0,0,0,0,0,0,0,11,11
111,Kai Forbath,MIN,K,1,NO,0,0,0,0,0,0,0,0,0,0,0,0,11,11
119,Michael Bennett,SEA,DE,1,GB,0,0,0,0,0,0,0,0,1.5,0,0,0,11,10.95
120,Chandler Jones,ARI,OLB,1,DET,0,0,0,0,0,0,0,0,1,0,0,0,10.7,10.7
120,LeGarrette Blount,PHI,RB,1,WAS,0,0,0,46,0,1,1,1,0,0,0,0,10.7,10.7
122,Tom Brady,NE,QB,1,KC,267,0,0,0,0,0,0,0,0,0,0,0,10.7,10.68
123,Kirk Cousins,WAS,QB,1,PHI,240,1,1,30,0,0,0,0,0,0,0,0,10.6,10.6
124,Ron Parker,KC,SS,1,NE,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5
124,Marlon Mack,IND,RB,1,LAR,0,0,0,24,1,1,21,0,0,0,0,0,10.5,10.5
126,Allen Bailey,KC,DE,1,NE,0,0,0,0,0,0,0,0,1,0,0,0,10.3,10.3
126,Josh Martin,NYJ,OLB,1,BUF,0,0,0,0,0,0,0,0,0.5,0,0,0,10.3,10.3
126,Joe Haden,PIT,CB,1,CLE,0,0,0,0,0,0,0,0,1,0,0,0,10.3,10.3
126,J.J. Nelson,ARI,WR,1,DET,0,0,0,0,0,5,43,1,0,0,0,0,10.3,10.3
126,Blake Bortles,JAX,QB,1,HOU,125,1,0,13,0,0,0,0,0,0,0,0,10.3,10.3
126,Travis Benjamin,LAC,WR,1,DEN,0,0,0,0,0,3,43,1,0,0,0,0,10.3,10.3
132,Danny Amendola,NE,WR,1,KC,0,0,0,0,0,6,100,0,0,0,0,0,10,10
132,Tashaun Gipson Sr.,JAX,FS,1,HOU,0,0,0,0,0,0,0,0,0,1,0,0,10,10
132,Earl Thomas III,SEA,FS,1,GB,0,0,0,0,0,0,0,0,0,0,0,0,10,10
132,Luke Kuechly,CAR,ILB,1,SF,0,0,0,0,0,0,0,0,0,1,0,0,10,10
132,Trae Waynes,MIN,CB,1,NO,0,0,0,0,0,0,0,0,0,0,0,0,10,10
137,Devonta Freeman,ATL,RB,1,CHI,0,0,0,37,1,2,2,0,0,0,0,0,9.9,9.9
138,Marvin Jones Jr.,DET,WR,1,ARI,0,0,0,0,0,2,37,1,0,0,0,0,9.7,9.7
138,Malik Jackson,JAX,DT,1,HOU,0,0,0,0,0,0,0,0,1,0,0,0,9.7,9.7
138,Everson Griffen,MIN,DE,1,NO,0,0,0,0,0,0,0,0,1,0,0,0,9.7,9.7
141,Lamar Miller,HOU,RB,1,JAX,0,0,0,65,0,2,31,0,0,0,0,0,9.6,9.6
141,Nick Perry,GB,OLB,1,SEA,0,0,0,0,0,0,0,0,1.5,0,0,0,9.6,9.6
143,Jerrell Freeman,CHI,ILB,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.5
143,Jordan Hicks,PHI,ILB,1,WAS,0,0,0,0,0,0,0,0,0,0,0,1,9.5,9.5
143,Cameron Jordan,NO,DE,1,MIN,0,0,0,0,0,0,0,0,1,0,0,0,9.5,9.5
143,Keenan Allen,LAC,WR,1,DEN,0,0,0,0,0,5,35,1,0,0,0,0,9.5,9.5
147,Josh McCown,NYJ,QB,1,BUF,187,0,2,0,1,0,0,0,0,0,0,0,9.5,9.48
148,Zach Ertz,PHI,TE,1,WAS,0,0,0,0,0,8,93,0,0,0,0,0,9.3,9.3
148,Wes Horton,CAR,DE,1,SF,0,0,0,0,0,0,0,0,1,0,1,0,9.3,9.3
150,Lerentee McCray,JAX,DE,1,HOU,0,0,0,0,0,0,0,0,1.5,0,0,0,9.2,9.2
150,Marshawn Lynch,LV,RB,1,TEN,0,0,0,76,0,1,16,0,0,0,0,0,9.2,9.2
150,Preston Smith,WAS,OLB,1,PHI,0,0,0,0,0,0,0,0,1,0,0,0,9.2,9.2
153,Stephen Gostkowski,NE,K,1,KC,0,0,0,0,0,0,0,0,0,0,0,0,9,9
153,Derrick Johnson,KC,ILB,1,NE,0,0,0,0,0,0,0,0,0,0,0,0,9,9
153,Vincent Rey,CIN,OLB,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0,9,9
153,Kevin Byard,TEN,FS,1,LV,0,0,0,0,0,0,0,0,0,0,0,0,9,9
153,Matthias Farley,IND,FS,1,LAR,0,0,0,0,0,0,0,0,0,0,0,0,9,9
153,Blair Walsh,SEA,K,1,GB,0,0,0,0,0,0,0,0,0,0,0,0,9,9
153,Korey Toomer,LAC,ILB,1,DEN,0,0,0,0,0,0,0,0,0,0,1,0,9,9
153,Bradley Roby,DEN,CB,1,LAC,0,0,0,0,0,0,0,0,0,1,0,0,9,9
153,Buffalo Bills,BUF,DST,1,NYJ,0,0,0,0,0,0,0,0,1,2,0,0,9,9
153,Green Bay Packers,GB,DST,1,SEA,0,0,0,0,0,0,0,0,3,0,1,1,9,9
163,Carson Palmer,ARI,QB,1,DET,268,1,3,2,0,0,0,0,0,0,0,0,8.9,8.92
164,Brandin Cooks,NE,WR,1,KC,0,0,0,0,0,3,88,0,0,0,0,0,8.8,8.8
164,CJ Anderson,DEN,RB,1,LAC,0,0,0,81,0,1,7,0,0,0,0,0,8.8,8.8
166,Isaiah Crowell,CLE,RB,1,PIT,0,0,0,33,0,2,33,0,0,0,0,0,8.6,8.6
166,Theo Riddick,DET,RB,1,ARI,0,0,0,-1,0,6,27,1,0,0,0,0,8.6,8.6
166,Kyle Rudolph,MIN,TE,1,NO,0,0,0,0,0,3,26,1,0,0,0,0,8.6,8.6
169,Charcandrick West,KC,RB,1,NE,0,0,0,21,1,1,4,0,0,0,0,0,8.5,8.5
169,Jordan Richards,NE,SS,1,KC,0,0,0,0,0,0,0,0,0,0,1,0,8.5,8.5
169,Haason Reddick,ARI,OLB,1,DET,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5
169,Anthony Zettel,DET,DE,1,ARI,0,0,0,0,0,0,0,0,1,0,0,0,8.5,8.5
169,Karl Joseph,LV,SS,1,TEN,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5
169,Randall Cobb,GB,WR,1,SEA,0,0,0,0,0,9,85,0,0,0,0,0,8.5,8.5
169,Bobby Wagner,SEA,ILB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5
169,Quinten Rollins,GB,CB,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5
169,Sean Lee,DAL,OLB,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5
169,Brandon Marshall,DEN,ILB,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5
179,Russell Wilson,SEA,QB,1,GB,158,0,0,40,0,0,0,0,0,0,0,0,8.3,8.32
180,Michael Crabtree,LV,WR,1,TEN,0,0,0,0,0,6,83,0,0,0,0,0,8.3,8.3
181,Derrick Morgan,TEN,OLB,1,LV,0,0,0,0,0,0,0,0,1,0,0,0,8.2,8.2
182,Pierre Garcon,SF,WR,1,CAR,0,0,0,0,0,6,81,0,0,0,0,0,8.1,8.1
183,Dee Ford,KC,DE,1,NE,0,0,0,0,0,0,0,0,0,0,1,0,8,8
183,Chandler Catanzaro,NYJ,K,1,BUF,0,0,0,0,0,0,0,0,0,0,0,0,8,8
183,Justin Tucker,BAL,K,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0,8,8
183,K.J. Wright,SEA,OLB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0,8,8
183,Arizona Cardinals,ARI,DST,1,DET,0,0,0,0,0,0,0,0,1,1,0,0,8,8
183,Los Angeles Chargers,LAC,DST,1,DEN,0,0,0,0,0,0,0,0,4,1,1,1,8,8
189,Giovani Bernard,CIN,RB,1,BAL,0,0,0,40,0,1,39,0,0,0,0,0,7.9,7.9
189,Javon Hargrave,PIT,DT,1,CLE,0,0,0,0,0,0,0,0,1,0,0,0,7.9,7.9
189,Seth Roberts,LV,WR,1,TEN,0,0,0,0,0,1,19,1,0,0,0,0,7.9,7.9
192,Abry Jones,JAX,NT,1,HOU,0,0,0,0,0,0,0,0,0.5,0,0,1,7.8,7.85
193,Tyrunn Walker,LAR,DT,1,IND,0,0,0,0,0,0,0,0,1,0,0,0,7.7,7.7
193,Robert Quinn,LAR,OLB,1,IND,0,0,0,0,0,0,0,0,1,0,0,0,7.7,7.7
193,Shaq Thompson,CAR,ILB,1,SF,0,0,0,0,0,0,0,0,1,0,0,0,7.7,7.7
193,Carlos Hyde,SF,RB,1,CAR,0,0,0,45,0,6,32,0,0,0,0,0,7.7,7.7
193,Star Lotulelei,CAR,DT,1,SF,0,0,0,0,0,0,0,0,0.5,0,0,1,7.7,7.7
198,Delanie Walker,TEN,TE,1,LV,0,0,0,0,0,7,76,0,0,0,0,0,7.6,7.6
198,Malcolm Brown,LAR,RB,1,IND,0,0,0,16,1,0,0,0,0,0,0,0,7.6,7.6
198,Terence Garvin,SEA,OLB,1,GB,0,0,0,0,0,0,0,0,1,0,0,0,7.6,7.6
201,Demetrius Harris,KC,TE,1,NE,0,0,0,0,0,2,15,1,0,0,0,0,7.5,7.5
201,Deion Jones,ATL,ILB,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
201,Kevin Minter,CIN,ILB,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
201,Derrick Kindred,CLE,FS,1,PIT,0,0,0,0,0,0,0,0,0,1,0,0,7.5,7.5
201,A.J. Bouye,JAX,CB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
201,Benardrick McKinney,HOU,ILB,1,JAX,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
201,Reggie Nelson,LV,FS,1,TEN,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
201,Casey Hayward Jr.,LAC,CB,1,DEN,0,0,0,0,0,0,0,0,0,0,0,1,7.5,7.5
209,Za'Darius Smith,BAL,OLB,1,CIN,0,0,0,0,0,0,0,0,1,0,0,0,7.4,7.4
209,A.J. Green,CIN,WR,1,BAL,0,0,0,0,0,5,74,0,0,0,0,0,7.4,7.4
209,Larry Fitzgerald,ARI,WR,1,DET,0,0,0,0,0,6,74,0,0,0,0,0,7.4,7.4
212,Deatrich Wise Jr.,NE,DE,1,KC,0,0,0,0,0,0,0,0,1,0,0,0,7.2,7.2
212,Kerwynn Williams,ARI,RB,1,DET,0,0,0,10,1,1,2,0,0,0,0,0,7.2,7.2
214,Javorius Allen,BAL,RB,1,CIN,0,0,0,71,0,0,0,0,0,0,0,0,7.1,7.1
214,Rishard Matthews,TEN,WR,1,LV,0,0,0,0,0,5,71,0,0,0,0,0,7.1,7.1
214,Ethan Westbrooks,LAR,DE,1,IND,0,0,0,0,0,0,0,0,1,0,0,0,7.1,7.1
214,Mark Ingram II,NO,RB,1,MIN,0,0,0,17,0,5,54,0,0,0,0,0,7.1,7.1
218,Micah Hyde,BUF,S,1,NYJ,0,0,0,0,0,0,0,0,0,1,0,0,7,7
218,Lorenzo Alexander,BUF,OLB,1,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,Connor Barth,CHI,K,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,De'Vondre Campbell,ATL,OLB,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,Jimmy Smith,BAL,CB,1,CIN,0,0,0,0,0,0,0,0,0,1,0,0,7,7
218,Lardarius Webb,BAL,FS,1,CIN,0,0,0,0,0,0,0,0,0,1,0,0,7,7
218,Brandon Carr,BAL,CB,1,CIN,0,0,0,0,0,0,0,0,0,1,0,0,7,7
218,Ryan Shazier,PIT,ILB,1,CLE,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,A'Shawn Robinson,DET,NT,1,ARI,0,0,0,0,0,0,0,0,0,0,1,0,7,7
218,David Johnson,ARI,RB,1,DET,0,0,0,23,0,6,67,0,0,0,0,0,7,7
218,Tavon Wilson,DET,SS,1,ARI,0,0,0,0,0,0,0,0,0,1,0,0,7,7
218,Matt Prater,DET,K,1,ARI,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,T.J. Carrie,LV,CB,1,TEN,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,Cory Littleton,LAR,ILB,1,IND,0,0,0,0,0,0,0,0,0,0,1,0,7,7
218,Damarious Randall,GB,CB,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,Rashard Robinson,SF,CB,1,CAR,0,0,0,0,0,0,0,0,0,0,0,1,7,7
218,Eli Apple,NYG,CB,1,DAL,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,Anthony Barr,MIN,OLB,1,NO,0,0,0,0,0,0,0,0,0,0,0,0,7,7
218,Chris McCain,LAC,DE,1,DEN,0,0,0,0,0,0,0,0,1,0,0,0,7,7
218,Seattle Seahawks,SEA,DST,1,GB,0,0,0,0,0,0,0,0,4,1,0,0,7,7
238,Cameron Heyward,PIT,DT,1,CLE,0,0,0,0,0,0,0,0,1,0,0,0,6.9,6.9
238,Corey Davis,TEN,WR,1,LV,0,0,0,0,0,6,69,0,0,0,0,0,6.9,6.9
240,Joe Flacco,BAL,QB,1,CIN,121,1,1,0,0,0,0,0,0,0,0,0,6.8,6.84
241,James White,NE,RB,1,KC,0,0,0,38,0,3,30,0,0,0,0,0,6.8,6.8
241,Margus Hunt,IND,DE,1,LAR,0,0,0,0,0,0,0,0,1,0,0,0,6.8,6.8
241,Terrance Williams,DAL,WR,1,NYG,0,0,0,0,0,6,68,0,0,0,0,0,6.8,6.8
244,Eli Manning,NYG,QB,1,DAL,220,0,1,-1,0,0,0,0,0,0,0,0,6.7,6.7
244,Demaryius Thomas,DEN,WR,1,LAC,0,0,0,0,0,5,67,0,0,0,0,0,6.7,6.7
246,Julio Jones,ATL,WR,1,CHI,0,0,0,0,0,4,66,0,0,0,0,0,6.6,6.6
246,Terrelle Pryor,WAS,WR,1,PHI,0,0,0,0,0,6,66,0,0,0,0,0,6.6,6.6
246,Timmy Jernigan,PHI,DT,1,WAS,0,0,0,0,0,0,0,0,1,0,0,0,6.6,6.6
246,Cliff Avril,SEA,DE,1,GB,0,0,0,0,0,0,0,0,1,0,0,0,6.6,6.6
250,Eric Berry,KC,FS,1,NE,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
250,Jamal Adams,NYJ,SS,1,BUF,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
250,Kyle Fuller,CHI,CB,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
250,Joe Schobert,CLE,ILB,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
250,Kendall Fuller,WAS,CB,1,PHI,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
250,John Simon,IND,DE,1,LAR,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
